member_id,stratifier,level,n,r2,mse,bias,residual_q01,residual_q05,residual_q25,residual_q50,residual_q75,residual_q95,residual_q99
2864601_0.277,flux_regime,low_flux,2205.0,0.727735643834399,0.14669929062885428,0.004944325710555471,-1.0273166227340698,-0.5891507148742675,-0.19055160880088806,-0.0008577108383178711,0.19236227869987488,0.5720472171902653,1.0840543861687189
2864601_0.277,flux_regime,medium_flux,2205.0,0.7261193036460134,0.06255169118129729,0.00025266120864961153,-0.7464994692802429,-0.333494770526886,-0.10419875383377075,0.008454322814941406,0.12010025978088379,0.33017311096191404,0.5730721998214726
2864601_0.277,flux_regime,near_threshold,29.0,-124.85446865023239,0.06509051805227273,0.1692232921205718,-0.04376323699951172,-0.03882942199707031,0.037262797355651855,0.10325944423675537,0.2580301761627197,0.5463778018951414,0.6458766174316405
2864601_0.277,flux_regime,stable_floor,3141.0,nan,0.0315706702230445,0.03372131278682044,-0.03947882652282714,-0.00765538215637207,-0.0019006729125976562,0.0015028715133666992,0.0059108734130859375,0.1902761459350586,0.709064936637877
2864601_0.277,a_over_LT_tertile,0,3262.0,0.9052259816360657,0.08674458265088927,0.004844828250375134,-0.9677388882637024,-0.38888478763401507,-0.0044127702713012695,0.001246333122253418,0.008832067251205444,0.406660982966423,0.9194007265567756
2864601_0.277,a_over_LT_tertile,1,3261.0,0.9698156517704735,0.08433159452732873,0.010344219064265098,-0.8227073907852173,-0.38193631172180176,-0.07981985807418823,0.0012936592102050781,0.10344529151916504,0.3988495469093323,0.791317939758303
2864601_0.277,a_over_LT_tertile,2,3262.0,0.9822265102541639,0.052231779431138214,0.009497607416478468,-0.6680026292800904,-0.3143070816993713,-0.09174215793609619,0.0073773860931396484,0.12425440549850464,0.3509971641004085,0.563540416210888
2864601_0.277,a_over_Ln_tertile,0,3262.0,0.9757925164764609,0.11706378200873431,0.002178899944292531,-1.0752858161926269,-0.4614592788740992,-0.05898889899253845,0.0032529830932617188,0.08312103152275085,0.4583266973495483,0.9831579327583297
2864601_0.277,a_over_Ln_tertile,1,3261.0,0.9860783540544665,0.0639488867896679,0.01851601148025201,-0.6873763650655746,-0.3033733367919922,-0.06088066101074219,0.0009613037109375,0.10169792175292969,0.36967790126800537,0.7509975075721746
2864601_0.277,a_over_Ln_tertile,2,3262.0,0.9914530241324352,0.04228903928007182,0.003994248454463794,-0.6076657038927078,-0.3102372646331787,-0.05935061722993851,-0.0005623102188110352,0.06964772939682007,0.33511380888521647,0.565476369857787
2864601_0.277,equilibrium_class,0,5033.0,0.9831066320996219,0.08275534013498238,0.0059157706596385745,-0.9067998421192169,-0.3892795085906982,-0.06316161155700684,0.001809239387512207,0.08748006820678711,0.39882497787475585,0.77969041824341
2864601_0.277,equilibrium_class,1,1221.0,0.9811481505587127,0.09200716580940864,0.01184845775751783,-0.954904282093048,-0.3942643404006958,-0.05835333466529846,-0.0009694099426269531,0.09249937534332275,0.3864207863807678,0.9099236011505124
2864601_0.277,equilibrium_class,2,1253.0,0.9848213906453828,0.06398844445096764,0.014457852255957348,-0.5608660531044006,-0.30563299655914306,-0.05257287621498108,0.0004025697708129883,0.09056806564331055,0.3564194396138187,0.6673376965522771
