entity,entity_type,gradient_set,stratum,n,mean_signed_change,mean_absolute_change,rms_change,max_absolute_change,relative_l2_change
2864601_0.261,member,fixed,stable_near_floor,23,-4.1464100713315216e-08,1.0366025178328804e-07,1.5720855555433917e-07,2.384185791015625e-07,7.761435465394056e-08
2864601_0.261,member,fixed,unstable,977,4.636594680583098e-09,1.1152230363297243e-07,1.651882814155114e-07,4.76837158203125e-07,8.189822019837674e-08
2864601_0.252,member,varied,all,1000,-4.272209480404854e-09,8.223135955631733e-08,1.3227102533932142e-07,4.76837158203125e-07,6.414367910273801e-08
2864601_0.252,member,varied,stable_near_floor,240,-9.996195634206135e-09,9.046246608098349e-08,1.3221019755249303e-07,2.384185791015625e-07,6.866374365575772e-08
2864601_0.252,member,varied,unstable,760,-2.4646349055202385e-09,7.963206275905433e-08,1.322902283033844e-07,4.76837158203125e-07,6.28932414158001e-08
2864601_0.252,member,fixed,all,1000,-1.0442733764648438e-07,1.494884490966797e-07,1.9147847180615676e-07,5.960464477539062e-07,1.3219461492944785e-07
2864601_0.252,member,fixed,stable_near_floor,23,-1.0366025178328804e-07,1.7622242803158966e-07,2.1091741011843272e-07,3.5762786865234375e-07,1.3635065635485108e-07
2864601_0.252,member,fixed,unstable,977,-1.0444539596260875e-07,1.4885909237661527e-07,1.90997016770624e-07,5.960464477539062e-07,1.3208084938816504e-07
2864601_0.208,member,varied,all,1000,-4.259927663952112e-09,8.771260036155582e-08,1.4404378394939868e-07,4.76837158203125e-07,6.921867962550078e-08
2864601_0.208,member,varied,stable_near_floor,240,-9.344269831975301e-09,8.186325430870057e-08,1.2260016589785012e-07,2.384185791015625e-07,6.406524319909566e-08
2864601_0.208,member,varied,unstable,760,-2.6543459266816313e-09,8.955976227298379e-08,1.5018067860386735e-07,4.76837158203125e-07,7.047077036136479e-08
2864601_0.208,member,fixed,all,1000,-5.125999450683594e-08,8.940696716308594e-08,1.1825176971089596e-07,3.5762786865234375e-07,6.180191681397674e-08
2864601_0.208,member,fixed,stable_near_floor,23,-5.7013138480808426e-08,9.847723919412364e-08,1.1390842031310906e-07,2.384185791015625e-07,6.296728536895359e-08
2864601_0.208,member,fixed,unstable,977,-5.112455713590312e-08,8.919343977648013e-08,1.183520981256636e-07,3.5762786865234375e-07,6.177721975027158e-08
2864601_0.230,member,varied,all,1000,9.546056389808654e-10,9.121093899011612e-08,1.4044678845075402e-07,4.76837158203125e-07,6.755972383738418e-08
2864601_0.230,member,varied,stable_near_floor,240,-2.7939677238464355e-09,8.52470596631368e-08,1.2124470310859328e-07,2.384185791015625e-07,6.371006780033603e-08
2864601_0.230,member,varied,unstable,760,2.13836564829475e-09,9.309426930389906e-08,1.4598681293400327e-07,4.76837158203125e-07,6.849484783680524e-08
2864601_0.230,member,fixed,all,1000,-1.0192394256591798e-08,7.480382919311523e-08,1.0207893622056349e-07,3.5762786865234375e-07,7.547387056090553e-08
2864601_0.230,member,fixed,stable_near_floor,23,-1.5549037767493206e-08,1.1920928955078125e-07,1.5916153174674083e-07,3.5762786865234375e-07,8.102104287441948e-08
2864601_0.230,member,fixed,unstable,977,-1.0066291082844885e-08,7.375846011611798e-08,1.0034466792695115e-07,3.5762786865234375e-07,7.518002328565004e-08
2864601_0.452,member,varied,all,1000,1.2698583304882049e-09,8.593825623393058e-08,1.4385473679259838e-07,9.5367431640625e-07,6.951012022838593e-08
2864601_0.452,member,varied,stable_near_floor,240,8.878608544667562e-09,8.909652630488078e-08,1.265977667509107e-07,3.5762786865234375e-07,6.63018269152232e-08
2864601_0.452,member,varied,unstable,760,-1.1329048950421183e-09,8.494090779047264e-08,1.4888933812943194e-07,9.5367431640625e-07,7.03102312525738e-08
2864601_0.452,member,fixed,all,1000,-8.940696716308593e-09,1.1622905731201172e-07,1.6710574351401552e-07,4.76837158203125e-07,8.06364820457168e-08
2864601_0.452,member,fixed,stable_near_floor,23,5.183012589164402e-09,1.0884326437245244e-07,1.5916153174674083e-07,2.384185791015625e-07,7.79802836215987e-08
2864601_0.452,member,fixed,unstable,977,-9.273189361166197e-09,1.1640292961253359e-07,1.6728821675095373e-07,4.76837158203125e-07,8.06960759152654e-08
2864601_0.498,member,varied,all,1000,-8.146744221448899e-10,8.355057798326015e-08,1.3723251866241012e-07,9.5367431640625e-07,6.684488767561164e-08
2864601_0.498,member,varied,stable_near_floor,240,-1.5863527854283652e-08,8.853773276011149e-08,1.263751314834711e-07,2.384185791015625e-07,6.64411014121561e-08
2864601_0.498,member,varied,unstable,760,3.937595082741035e-09,8.197568700109657e-08,1.4048694663392284e-07,9.5367431640625e-07,6.694925528486906e-08
2864601_0.498,member,fixed,all,1000,-7.11679458618164e-08,1.4841556549072267e-07,1.9158976415603935e-07,7.152557373046875e-07,1.0363222863852846e-07
2864601_0.498,member,fixed,stable_near_floor,23,-2.591506294582201e-08,1.5030736508576767e-07,1.9413824496401955e-07,4.76837158203125e-07,9.824270155327618e-08
2864601_0.498,member,fixed,unstable,977,-7.223326449750512e-08,1.4837102977865915e-07,1.9152936067280473e-07,7.152557373046875e-07,1.037737986489054e-07
2864601_0.271,member,varied,all,1000,3.293389454483986e-09,8.312356658279895e-08,1.3228211845429408e-07,4.76837158203125e-07,6.353654072746414e-08
2864601_0.271,member,varied,stable_near_floor,240,6.829698880513509e-10,9.567787249883016e-08,1.3243393912255238e-07,3.5762786865234375e-07,6.945175027179383e-08
2864601_0.271,member,varied,unstable,760,4.117732475462713e-09,7.915904892510489e-08,1.3223413887172808e-07,4.76837158203125e-07,6.195645782533843e-08
2864601_0.271,member,fixed,all,1000,2.9802322387695314e-09,1.081228256225586e-07,1.5289491818404984e-07,4.76837158203125e-07,7.865953468515115e-08
2864601_0.271,member,fixed,stable_near_floor,23,2.591506294582201e-08,1.0884326437245244e-07,1.470551382884887e-07,3.5762786865234375e-07,8.844983170049043e-08
2864601_0.271,member,fixed,unstable,977,2.4403129897805785e-09,1.0810586544727961e-07,1.5302971022765315e-07,4.76837158203125e-07,7.84813425708069e-08
2864601_0.450,member,varied,all,1000,8.039409294724465e-09,8.724513463675975e-08,1.395308519795249e-07,4.76837158203125e-07,6.748426647134505e-08
2864601_0.450,member,varied,stable_near_floor,240,2.4881834785143533e-08,9.904615581035613e-08,1.3824980935236354e-07,3.5762786865234375e-07,7.202611476181179e-08
2864601_0.450,member,varied,unstable,760,2.720748613539495e-09,8.351849637141354e-08,1.3993295530689593e-07,4.76837158203125e-07,6.624871101709812e-08
2864601_0.450,member,fixed,all,1000,9.083747863769531e-08,1.5926361083984376e-07,2.1103748168854526e-07,7.152557373046875e-07,1.0307456790743706e-07
2864601_0.450,member,fixed,stable_near_floor,23,1.3475832731827445e-07,1.7622242803158966e-07,2.278168406262181e-07,4.76837158203125e-07,1.0874920500853793e-07
2864601_0.450,member,fixed,unstable,977,8.980351802392528e-08,1.5886437563471564e-07,2.1062636732725574e-07,7.152557373046875e-07,1.0293060487642477e-07
2864601_0.46,member,varied,all,1000,1.7881393432617188e-10,8.461251854896546e-08,1.3498778435515591e-07,4.76837158203125e-07,6.52744571207574e-08
2864601_0.46,member,varied,stable_near_floor,240,-9.064873059590657e-09,8.23289155960083e-08,1.1953480801392438e-07,3.5762786865234375e-07,6.27490887794645e-08
2864601_0.46,member,varied,unstable,760,3.0978729850367497e-09,8.53336563235835e-08,1.3951252088051703e-07,4.76837158203125e-07,6.590472912466672e-08
2864601_0.46,member,fixed,all,1000,-2.6106834411621094e-08,1.7535686492919923e-07,2.2715548303067324e-07,7.152557373046875e-07,1.1566973815320637e-07
2864601_0.46,member,fixed,stable_near_floor,23,3.109807553498641e-08,2.0732050356657608e-07,2.653985876517111e-07,5.960464477539062e-07,1.5150236349011557e-07
2864601_0.46,member,fixed,unstable,977,-2.7453521135031506e-08,1.7460439441880037e-07,2.261772930577897e-07,7.152557373046875e-07,1.1489567463022213e-07
2864601_0.308,member,varied,all,1000,-3.155786544084549e-09,7.813004776835441e-08,1.33178432118543e-07,7.152557373046875e-07,6.414299718403803e-08
2864601_0.308,member,varied,stable_near_floor,240,-2.8250118096669514e-09,9.080395102500916e-08,1.3189930285008964e-07,3.5762786865234375e-07,6.888932534635109e-08
2864601_0.308,member,varied,unstable,760,-3.2602417233743167e-09,7.412776252941081e-08,1.3357982296912568e-07,7.152557373046875e-07,6.286822580116376e-08
2864601_0.308,member,fixed,all,1000,2.5033950805664064e-09,1.2099742889404296e-07,1.745917620167352e-07,7.152557373046875e-07,8.341231383429114e-08
2864601_0.308,member,fixed,stable_near_floor,23,4.1464100713315216e-08,1.4512435249660327e-07,1.8601167144906376e-07,2.384185791015625e-07,8.676101200230211e-08
2864601_0.308,member,fixed,unstable,977,1.586203443357376e-09,1.2042944604567154e-07,1.743139073066423e-07,7.152557373046875e-07,8.33278039263083e-08
2864601_0.163,member,varied,all,1000,-6.926129572093486e-10,8.943426655605436e-08,1.422096710246263e-07,7.152557373046875e-07,6.865815711111583e-08
2864601_0.163,member,varied,stable_near_floor,240,-1.6402918845415116e-08,9.4013133396705e-08,1.2983375191012056e-07,3.5762786865234375e-07,6.800429972673381e-08
2864601_0.163,member,varied,unstable,760,4.268536270645104e-09,8.79883086063752e-08,1.458999196480711e-07,7.152557373046875e-07,6.882463700067129e-08
2864601_0.163,member,fixed,all,1000,-5.674362182617187e-08,1.4019012451171874e-07,1.9369216929998303e-07,7.152557373046875e-07,7.947781825077953e-08
2864601_0.163,member,fixed,stable_near_floor,23,-3.109807553498641e-08,1.1402627696161685e-07,1.6488172407343975e-07,2.384185791015625e-07,7.226203520212895e-08
2864601_0.163,member,fixed,unstable,977,-5.734735525984359e-08,1.4080605951033936e-07,1.9431895305802898e-07,7.152557373046875e-07,7.961942572056386e-08
2864601_0.246,member,varied,all,1000,-2.6407651603221895e-09,8.187955245375634e-08,1.3442066177423663e-07,4.76837158203125e-07,6.488332057720876e-08
2864601_0.246,member,varied,stable_near_floor,240,-1.3969838619232177e-10,8.408290644486745e-08,1.218083058020972e-07,2.384185791015625e-07,6.359188623366326e-08
2864601_0.246,member,varied,unstable,760,-3.4305757205737266e-09,8.118375645656334e-08,1.3816452389915622e-07,4.76837158203125e-07,6.521250938162397e-08
2864601_0.246,member,fixed,all,1000,5.006790161132813e-09,1.087188720703125e-07,1.6152748762087177e-07,4.76837158203125e-07,7.317367632415442e-08
2864601_0.246,member,fixed,stable_near_floor,23,3.109807553498641e-08,1.3475832731827445e-07,1.925403721540566e-07,4.76837158203125e-07,6.932865163593742e-08
2864601_0.246,member,fixed,unstable,977,4.392563381605041e-09,1.0810586544727961e-07,1.6072531981005284e-07,4.76837158203125e-07,7.331499039622016e-08
2864601_0.438,member,varied,all,1000,-8.890856406651437e-10,8.60790241858922e-08,1.416161822405847e-07,9.5367431640625e-07,6.864857759787198e-08
2864601_0.438,member,varied,stable_near_floor,240,-2.1979212760925294e-08,8.381903171539307e-08,1.230737291191851e-07,2.384185791015625e-07,6.463111632117581e-08
2864601_0.438,member,varied,unstable,760,5.770954502574904e-09,8.67927060186814e-08,1.4698652283621592e-07,9.5367431640625e-07,6.96439223386094e-08
2864601_0.438,member,fixed,all,1000,3.2186508178710937e-09,1.2695789337158202e-07,1.7773781261142507e-07,4.76837158203125e-07,8.8155370959789e-08
2864601_0.438,member,fixed,stable_near_floor,23,2.0732050356657608e-08,1.4512435249660327e-07,1.9885484128673055e-07,4.76837158203125e-07,9.764903927933148e-08
2864601_0.438,member,fixed,unstable,977,2.806359938247665e-09,1.2653022852012298e-07,1.7721037272909617e-07,4.76837158203125e-07,8.791464744114404e-08
2864601_0.362,member,varied,all,1000,-7.14324414730072e-10,8.333846926689147e-08,1.337398414188466e-07,9.5367431640625e-07,6.471617025105358e-08
2864601_0.362,member,varied,stable_near_floor,240,-2.638747294743856e-09,8.409842848777771e-08,1.1604443717521645e-07,3.5762786865234375e-07,6.094640817437938e-08
2864601_0.362,member,varied,unstable,760,-1.0661192630466661e-10,8.309848214450636e-08,1.3886016464368967e-07,9.5367431640625e-07,6.564594782097883e-08
2864601_0.362,member,fixed,all,1000,5.435943603515625e-08,1.3256072998046876e-07,1.7625245645786495e-07,5.960464477539062e-07,8.788035252678794e-08
2864601_0.362,member,fixed,stable_near_floor,23,0.0,1.2439230213994565e-07,1.7221334421983127e-07,2.384185791015625e-07,8.076370060919176e-08
2864601_0.362,member,fixed,unstable,977,5.563913616699719e-08,1.3275302664406346e-07,1.7634642844725333e-07,5.960464477539062e-07,8.806243064288932e-08
2864601_0.136,member,varied,all,1000,-3.935769200325012e-09,8.259993046522141e-08,1.3170112889563835e-07,4.76837158203125e-07,6.382266117735825e-08
2864601_0.136,member,varied,stable_near_floor,240,-1.940255363782247e-10,9.616681685050329e-08,1.3684469309195125e-07,2.384185791015625e-07,7.132106190131033e-08
2864601_0.136,member,varied,unstable,760,-5.117372462623998e-09,7.831565055407976e-08,1.3003458318241358e-07,4.76837158203125e-07,6.170912437357693e-08
2864601_0.136,member,fixed,all,1000,-2.5033950805664064e-09,1.226663589477539e-07,1.5729303245588053e-07,4.76837158203125e-07,8.486355983900236e-08
2864601_0.136,member,fixed,stable_near_floor,23,1.0366025178328804e-08,1.8658845320991849e-07,2.1952980066949772e-07,4.76837158203125e-07,1.1256778208976766e-07
2864601_0.136,member,fixed,unstable,977,-2.806359938247665e-09,1.2116153994260572e-07,1.5552812721019853e-07,4.76837158203125e-07,8.401732020480422e-08
2864601_0.250,member,varied,all,1000,-4.470115527510643e-09,8.357432670891285e-08,1.3788288767456e-07,4.76837158203125e-07,6.633228861905333e-08
2864601_0.250,member,varied,stable_near_floor,240,8.362500617901484e-09,8.601152027646701e-08,1.202052248073363e-07,2.384185791015625e-07,6.320028076060518e-08
2864601_0.250,member,varied,unstable,760,-8.522520626061841e-09,8.280468663494838e-08,1.4301205164729258e-07,4.76837158203125e-07,6.709685733816932e-08
2864601_0.250,member,fixed,all,1000,8.821487426757812e-09,1.347064971923828e-07,1.7665513565867143e-07,5.960464477539062e-07,9.001015469533734e-08
2864601_0.250,member,fixed,stable_near_floor,23,5.183012589164402e-09,1.9177146579908289e-07,2.371192856186965e-07,5.960464477539062e-07,1.2417926135043843e-07
2864601_0.250,member,fixed,unstable,977,8.90714241269911e-09,1.3336310489150862e-07,1.7498018362872783e-07,5.960464477539062e-07,8.910073705122359e-08
2864601_0.247,member,varied,all,1000,-3.8314610719680785e-09,8.064694702625274e-08,1.2896166646948137e-07,4.76837158203125e-07,6.226175271404199e-08
2864601_0.247,member,varied,stable_near_floor,240,-2.5921811660130818e-09,8.926726877689361e-08,1.2770398924859615e-07,2.384185791015625e-07,6.68270286592752e-08
2864601_0.247,member,varied,unstable,760,-4.222812621217025e-09,7.792474015762931e-08,1.2935628730566525e-07,4.76837158203125e-07,6.10346381551829e-08
2864601_0.247,member,fixed,all,1000,3.4570693969726564e-09,1.1813640594482422e-07,1.70139681012004e-07,4.76837158203125e-07,8.347701406038658e-08
2864601_0.247,member,fixed,stable_near_floor,23,3.109807553498641e-08,1.5549037767493207e-07,2.049748786976564e-07,4.76837158203125e-07,9.958464523886819e-08
2864601_0.247,member,fixed,unstable,977,2.806359938247665e-09,1.1725703915895678e-07,1.6923324263793142e-07,4.76837158203125e-07,8.305169446891086e-08
2864601_0.382,member,varied,all,1000,-6.891787052154541e-09,8.754897862672805e-08,1.4050870967377986e-07,4.76837158203125e-07,6.837786818156543e-08
2864601_0.382,member,varied,stable_near_floor,240,-1.4132820069789887e-08,7.522758096456528e-08,1.1219924877078808e-07,3.5762786865234375e-07,5.874166407194908e-08
2864601_0.382,member,varied,unstable,760,-4.605145046585485e-09,9.14399463095163e-08,1.4833025187529641e-07,4.76837158203125e-07,7.068229217949286e-08
2864601_0.382,member,fixed,all,1000,-4.1961669921875e-08,1.0728836059570313e-07,1.4064675525429368e-07,4.76837158203125e-07,7.34220089100773e-08
2864601_0.382,member,fixed,stable_near_floor,23,-2.0732050356657608e-08,1.2439230213994565e-07,1.7221334421983127e-07,2.384185791015625e-07,8.479745536493747e-08
2864601_0.382,member,fixed,unstable,977,-4.246144602218206e-08,1.0688570895238934e-07,1.398177961051768e-07,4.76837158203125e-07,7.309602129966856e-08
2864601_0.307,member,varied,all,1000,-4.309869837015868e-09,8.143828017637133e-08,1.329137656703776e-07,4.76837158203125e-07,6.456219858326397e-08
2864601_0.307,member,varied,stable_near_floor,240,-1.210719347000122e-08,8.859982093175253e-08,1.2363250176036578e-07,2.384185791015625e-07,6.489838059304598e-08
2864601_0.307,member,varied,unstable,760,-1.847557110809966e-09,7.917674099046149e-08,1.3571288475226314e-07,4.76837158203125e-07,6.447495521623725e-08
2864601_0.307,member,fixed,all,1000,4.172325134277344e-09,1.0740756988525391e-07,1.4260341194183984e-07,4.76837158203125e-07,7.299260862055754e-08
2864601_0.307,member,fixed,stable_near_floor,23,4.1464100713315216e-08,1.4512435249660327e-07,1.7576450843202725e-07,3.5762786865234375e-07,9.205220990005648e-08
2864601_0.307,member,fixed,unstable,977,3.2944225362037808e-09,1.0651966200392225e-07,1.4172930489713966e-07,4.76837158203125e-07,7.250696097245802e-08
2864601_0.339,member,varied,all,1000,4.104804247617721e-09,8.476199582219124e-08,1.371513328640402e-07,7.152557373046875e-07,6.606363874696735e-08
2864601_0.339,member,varied,stable_near_floor,240,1.2945383787155152e-08,8.372589945793152e-08,1.21645607577952e-07,4.76837158203125e-07,6.347435134102063e-08
2864601_0.339,member,varied,unstable,760,1.3130422877637963e-09,8.508918414774695e-08,1.4169579713737273e-07,7.152557373046875e-07,6.67131067474056e-08
2864601_0.339,member,fixed,all,1000,1.1563301086425781e-07,1.5854835510253907e-07,1.996889038751448e-07,5.960464477539062e-07,1.0325081237895281e-07
2864601_0.339,member,fixed,stable_near_floor,23,7.774518883746603e-08,1.6067339026409647e-07,2.1237706359104362e-07,5.960464477539062e-07,1.077514970336e-07
2864601_0.339,member,fixed,unstable,977,1.1652494526202262e-07,1.5849832868624856e-07,1.9938047839608692e-07,5.960464477539062e-07,1.0313820808029727e-07
2864601_0.426,member,varied,all,1000,-6.915535777807236e-09,8.427305147051811e-08,1.3641245908759092e-07,4.76837158203125e-07,6.599951447240639e-08
2864601_0.426,member,varied,stable_near_floor,240,-1.0399768749872843e-08,8.596107363700866e-08,1.289913706112899e-07,3.5762786865234375e-07,6.745972185673782e-08
2864601_0.426,member,varied,unstable,760,-5.815251681365465e-09,8.373999183899478e-08,1.3867347727761084e-07,4.76837158203125e-07,6.561675481656997e-08
2864601_0.426,member,fixed,all,1000,-6.079673767089844e-08,1.392364501953125e-07,1.910326540375722e-07,7.152557373046875e-07,8.330527059212578e-08
2864601_0.426,member,fixed,stable_near_floor,23,-1.0366025178328804e-07,1.4512435249660327e-07,2.1091741011843272e-07,4.76837158203125e-07,9.209851881562831e-08
2864601_0.426,member,fixed,unstable,977,-5.978766824962416e-08,1.3909784041749295e-07,1.9053953822921387e-07,7.152557373046875e-07,8.308764548386582e-08
2864601_0.379,member,varied,all,1000,3.071763785555959e-10,8.800083014648408e-08,1.3809852265457815e-07,4.76837158203125e-07,6.6944322690876e-08
2864601_0.379,member,varied,stable_near_floor,240,-1.9681950410207112e-08,8.574376503626505e-08,1.230624526073692e-07,2.384185791015625e-07,6.43106364224544e-08
2864601_0.379,member,varied,unstable,760,6.619532206585925e-09,8.871358754971114e-08,1.4251756042012577e-07,4.76837158203125e-07,6.76129416418314e-08
2864601_0.379,member,fixed,all,1000,-7.498264312744141e-08,1.291036605834961e-07,1.6418888937665118e-07,4.76837158203125e-07,1.0193946006898146e-07
2864601_0.379,member,fixed,stable_near_floor,23,-4.1464100713315216e-08,1.1402627696161685e-07,1.491411309650479e-07,3.5762786865234375e-07,1.0276583737072906e-07
2864601_0.379,member,fixed,unstable,977,-7.577171833268695e-08,1.2945860410785968e-07,1.6452655510179878e-07,4.76837158203125e-07,1.0192367023811631e-07
ensemble_mean,ensemble,varied,all,1000,-3.2226089388132094e-09,7.775821723043918e-08,1.3208100042178427e-07,4.76837158203125e-07,6.399962780103739e-08
ensemble_mean,ensemble,varied,stable_near_floor,240,-4.0056571985284485e-09,7.950487391402325e-08,1.1771078678562062e-07,2.384185791015625e-07,6.160733538471294e-08
ensemble_mean,ensemble,varied,unstable,760,-2.975330541008397e-09,7.720664143562317e-08,1.363045720467963e-07,4.76837158203125e-07,6.460475355936755e-08
ensemble_mean,ensemble,fixed,all,1000,-6.914138793945313e-09,1.0752677917480469e-07,1.601136530912477e-07,2.384185791015625e-07,7.873864389606396e-08
ensemble_mean,ensemble,fixed,stable_near_floor,23,-1.0366025178328804e-08,1.1402627696161685e-07,1.6488172407343975e-07,2.384185791015625e-07,7.922091240454743e-08
ensemble_mean,ensemble,fixed,unstable,977,-6.832876371385619e-09,1.0737377155034544e-07,1.5999969389286074e-07,2.384185791015625e-07,7.872669977367473e-08
ensemble_spread,ensemble,varied,all,1000,-6.146728992462158e-11,7.76350498199463e-09,1.2851306674959084e-08,5.960464477539063e-08,6.851758983602784e-08
ensemble_spread,ensemble,varied,stable_near_floor,240,-3.9581209421157836e-10,4.237517714500427e-09,8.089650371383491e-09,5.960464477539063e-08,6.687624310216892e-08
ensemble_spread,ensemble,varied,unstable,760,4.411527985020688e-11,8.876974645413851e-09,1.4023002573889364e-08,5.960464477539063e-08,6.869719038734038e-08
ensemble_spread,ensemble,fixed,all,1000,-1.1920928955078125e-10,1.2725591659545898e-08,1.7881393432617187e-08,5.960464477539063e-08,6.879407035020809e-08
ensemble_spread,ensemble,fixed,stable_near_floor,23,-9.070272031037704e-09,1.6844790914784306e-08,2.4067546519257076e-08,5.960464477539063e-08,6.41913043547025e-08
ensemble_spread,ensemble,fixed,unstable,977,9.151173711677168e-11,1.2628619722114493e-08,1.7709747698891312e-08,4.470348358154297e-08,6.901731112683525e-08
