gradient_set,stratum,n,shift,exact_pooling_subgroup,entity,rms_change_q10,rms_change_median,rms_change_q90,rms_over_residual_std_q10,rms_over_residual_std_median,rms_over_residual_std_q90
varied,all,1000,43,False,ensemble_mean,0.016904763696626243,0.016904763696626243,0.016904763696626243,0.07432103806451112,0.07432103806451112,0.07432103806451112
varied,all,1000,43,False,ensemble_spread,0.015956763054190463,0.015956763054190463,0.015956763054190463,,,
varied,all,1000,44,False,member_distribution,0.12531699585185246,0.1456299568155759,0.17042493305579381,0.45685451790665704,0.5427185190667543,0.6358238136322601
varied,all,1000,44,False,ensemble_mean,0.01529121622100907,0.01529121622100907,0.01529121622100907,0.06722714870253367,0.06722714870253367,0.06722714870253367
varied,all,1000,44,False,ensemble_spread,0.01663201911591464,0.01663201911591464,0.01663201911591464,,,
varied,all,1000,45,False,member_distribution,0.12954699730862518,0.14866908808841378,0.17498320116657942,0.47421680420735796,0.5539337893812806,0.6580430826236474
varied,all,1000,45,False,ensemble_mean,0.01587041406286729,0.01587041406286729,0.01587041406286729,0.0697735661280679,0.0697735661280679,0.0697735661280679
varied,all,1000,45,False,ensemble_spread,0.014888622215294052,0.014888622215294052,0.014888622215294052,,,
varied,all,1000,46,False,member_distribution,0.11798552233432769,0.140123904290043,0.16652063470052425,0.43607418559490635,0.5204461785641977,0.6163814748043326
varied,all,1000,46,False,ensemble_mean,0.014813479322598286,0.014813479322598286,0.014813479322598286,0.06512679978025353,0.06512679978025353,0.06512679978025353
varied,all,1000,46,False,ensemble_spread,0.014144377996096079,0.014144377996096079,0.014144377996096079,,,
varied,all,1000,47,False,member_distribution,0.09221216985247793,0.11202455145815393,0.13500739328212016,0.3451899269969031,0.4188635350129929,0.5058689200117303
varied,all,1000,47,False,ensemble_mean,0.011739969709383373,0.011739969709383373,0.011739969709383373,0.05161425213068333,0.05161425213068333,0.05161425213068333
varied,all,1000,47,False,ensemble_spread,0.01116331066000651,0.01116331066000651,0.01116331066000651,,,
varied,all,1000,48,False,member_distribution,0.04742167555761799,0.06337161381916653,0.08739367350350719,0.17415704659538447,0.23466857652281575,0.3208160814012635
varied,all,1000,48,False,ensemble_mean,0.00701862294364555,0.00701862294364555,0.00701862294364555,0.030857062087134426,0.030857062087134426,0.030857062087134426
varied,all,1000,48,False,ensemble_spread,0.00680874581191087,0.00680874581191087,0.00680874581191087,,,
varied,all,1000,49,False,member_distribution,0.0912525682301443,0.11145887729809636,0.1327383370185332,0.34243724532856834,0.4194235358007295,0.4936378458397725
varied,all,1000,49,False,ensemble_mean,0.011409695841471421,0.011409695841471421,0.011409695841471421,0.05016221783139903,0.05016221783139903,0.05016221783139903
varied,all,1000,49,False,ensemble_spread,0.012477345580699,0.012477345580699,0.012477345580699,,,
