entity,entity_type,gradient_set,stratum,n,shift,mean_absolute_change,rms_change,max_absolute_change
2864601_0.490,member,varied,unstable,760,32,2.6028015111622056e-07,3.886563146624617e-07,2.1457672119140625e-06
2864601_0.490,member,varied,unstable,760,64,2.7498524439962285e-07,3.9585879021999855e-07,1.7881393432617188e-06
2864601_0.490,member,fixed,all,1000,32,1.8428266048431398e-07,3.023647194816675e-07,2.6226043701171875e-06
2864601_0.490,member,fixed,all,1000,64,1.8642842769622802e-07,2.800978368598308e-07,2.1457672119140625e-06
2864601_0.490,member,fixed,stable_near_floor,23,32,1.1402627696161685e-07,1.792453316583901e-07,4.76837158203125e-07
2864601_0.490,member,fixed,stable_near_floor,23,64,1.9695447838824728e-07,2.941102765769774e-07,7.152557373046875e-07
2864601_0.490,member,fixed,unstable,977,32,1.8593659786509394e-07,3.046642851650064e-07,2.6226043701171875e-06
2864601_0.490,member,fixed,unstable,977,64,1.86180629164072e-07,2.797595080554345e-07,2.1457672119140625e-06
2864601_0.263,member,varied,all,1000,32,2.554580569267273e-07,3.981896563959924e-07,2.384185791015625e-06
2864601_0.263,member,varied,all,1000,64,2.560243010520935e-07,4.011375572147576e-07,2.86102294921875e-06
2864601_0.263,member,varied,stable_near_floor,240,32,1.455346743265788e-07,2.6036554665241727e-07,1.9073486328125e-06
2864601_0.263,member,varied,stable_near_floor,240,64,1.7366061607996623e-07,2.9504832239264195e-07,1.9073486328125e-06
2864601_0.263,member,varied,unstable,760,32,2.9017070406361633e-07,4.326864523086392e-07,2.384185791015625e-06
2864601_0.263,member,varied,unstable,760,64,2.820338857801337e-07,4.2922588948780183e-07,2.86102294921875e-06
2864601_0.263,member,fixed,all,1000,32,2.1323561668395997e-07,3.1056465223799305e-07,1.6689300537109375e-06
2864601_0.263,member,fixed,all,1000,64,2.1470338106155396e-07,3.1560970727327956e-07,2.3245811462402344e-06
2864601_0.263,member,fixed,stable_near_floor,23,32,9.329422660495924e-08,1.406116067456218e-07,2.384185791015625e-07
2864601_0.263,member,fixed,stable_near_floor,23,64,1.5030736508576767e-07,2.034621282908245e-07,4.76837158203125e-07
2864601_0.263,member,fixed,unstable,977,32,2.1605921133269796e-07,3.13457386467169e-07,1.6689300537109375e-06
2864601_0.263,member,fixed,unstable,977,64,2.162193568726523e-07,3.177733432911816e-07,2.3245811462402344e-06
2864601_0.211,member,varied,all,1000,32,2.601146697998047e-07,4.268432356938032e-07,4.0531158447265625e-06
2864601_0.211,member,varied,all,1000,64,2.649873495101929e-07,4.1963294413330005e-07,2.86102294921875e-06
2864601_0.211,member,varied,stable_near_floor,240,32,2.3469328880310059e-07,3.689755395231065e-07,1.6689300537109375e-06
2864601_0.211,member,varied,stable_near_floor,240,64,1.996755599975586e-07,3.070266051623322e-07,1.430511474609375e-06
2864601_0.211,member,varied,unstable,760,32,2.6814247432507964e-07,4.43551516253256e-07,4.0531158447265625e-06
2864601_0.211,member,varied,unstable,760,64,2.8561212514576157e-07,4.493681632894471e-07,2.86102294921875e-06
2864601_0.211,member,fixed,all,1000,32,1.861006021499634e-07,3.17024787139794e-07,4.589557647705078e-06
2864601_0.211,member,fixed,all,1000,64,1.7975270748138429e-07,3.232820572074778e-07,5.304813385009766e-06
2864601_0.211,member,fixed,stable_near_floor,23,32,1.9695447838824728e-07,3.1046202145186583e-07,9.5367431640625e-07
2864601_0.211,member,fixed,stable_near_floor,23,64,1.5549037767493207e-07,2.1669703940066951e-07,4.76837158203125e-07
2864601_0.211,member,fixed,unstable,977,32,1.8584508612797718e-07,3.1717764819949e-07,4.589557647705078e-06
2864601_0.211,member,fixed,unstable,977,64,1.8032387798859862e-07,3.253708435431597e-07,5.304813385009766e-06
2864601_0.292,member,varied,all,1000,32,2.7324259281158447e-07,4.305241779823232e-07,3.5762786865234375e-06
2864601_0.292,member,varied,all,1000,64,2.86489725112915e-07,4.554522307072646e-07,2.9802322387695312e-06
2864601_0.292,member,varied,stable_near_floor,240,32,2.3419658342997233e-07,3.6099581525344706e-07,1.6689300537109375e-06
2864601_0.292,member,varied,stable_near_floor,240,64,2.6418517033259076e-07,4.1739324648349713e-07,2.3543834686279297e-06
2864601_0.292,member,varied,unstable,760,32,2.8557291156367253e-07,4.502554142928721e-07,3.5762786865234375e-06
2864601_0.292,member,varied,unstable,760,64,2.935332687277543e-07,4.668266683935711e-07,2.9802322387695312e-06
2864601_0.292,member,fixed,all,1000,32,1.7925724387168884e-07,2.847166286739451e-07,2.6226043701171875e-06
2864601_0.292,member,fixed,all,1000,64,2.0212307572364806e-07,3.2297087405705167e-07,3.4868717193603516e-06
2864601_0.292,member,fixed,stable_near_floor,23,32,1.9695447838824728e-07,2.384185791015625e-07,4.76837158203125e-07
2864601_0.292,member,fixed,stable_near_floor,23,64,2.1250351615574048e-07,3.013733523847047e-07,8.344650268554688e-07
2864601_0.292,member,fixed,unstable,977,32,1.788406252494976e-07,2.857161807391926e-07,2.6226043701171875e-06
2864601_0.292,member,fixed,unstable,977,64,2.0187870506864487e-07,3.234619378323281e-07,3.4868717193603516e-06
2864601_0.276,member,varied,all,1000,32,3.3264607191085814e-07,4.965059866168933e-07,3.5762786865234375e-06
2864601_0.276,member,varied,all,1000,64,3.4242868423461915e-07,5.03990117388077e-07,3.337860107421875e-06
2864601_0.276,member,varied,stable_near_floor,240,32,3.5464763641357423e-07,5.644111915962613e-07,2.86102294921875e-06
2864601_0.276,member,varied,stable_near_floor,240,64,4.038214683532715e-07,6.367987598038754e-07,3.337860107421875e-06
2864601_0.276,member,varied,unstable,760,32,3.256982094363162e-07,4.7304138627584523e-07,3.5762786865234375e-06
2864601_0.276,member,varied,unstable,760,64,3.2304148924978156e-07,4.5405048395958126e-07,2.384185791015625e-06
2864601_0.276,member,fixed,all,1000,32,2.3268163204193116e-07,3.5187712599573466e-07,3.337860107421875e-06
2864601_0.276,member,fixed,all,1000,64,2.2467970848083495e-07,3.2910387642740036e-07,2.1457672119140625e-06
2864601_0.276,member,fixed,stable_near_floor,23,32,2.539676168690557e-07,2.993161723506121e-07,5.960464477539062e-07
2864601_0.276,member,fixed,stable_near_floor,23,64,1.6585640285326086e-07,2.2232647138603062e-07,4.76837158203125e-07
2864601_0.276,member,fixed,unstable,977,32,2.321805290214359e-07,3.530202163442077e-07,3.337860107421875e-06
2864601_0.276,member,fixed,unstable,977,64,2.2606449459079833e-07,3.3120309382242955e-07,2.1457672119140625e-06
2864601_0.427,member,varied,all,1000,32,2.4576485157012937e-07,3.607335382312023e-07,2.1457672119140625e-06
2864601_0.427,member,varied,all,1000,64,2.3466348648071288e-07,3.634712119029207e-07,3.0994415283203125e-06
2864601_0.427,member,varied,stable_near_floor,240,32,1.8539528052012125e-07,2.9081452727215847e-07,1.5497207641601562e-06
2864601_0.427,member,varied,stable_near_floor,240,64,1.67389710744222e-07,2.571188059497256e-07,1.0728836059570312e-06
2864601_0.427,member,varied,unstable,760,32,2.6482892663855304e-07,3.801508429478241e-07,2.1457672119140625e-06
2864601_0.427,member,varied,unstable,760,64,2.5590783671328894e-07,3.9109310809685926e-07,3.0994415283203125e-06
2864601_0.427,member,fixed,all,1000,32,2.088099718093872e-07,3.773217062519147e-07,7.62939453125e-06
2864601_0.427,member,fixed,all,1000,64,2.046525478363037e-07,3.605599151980494e-07,6.854534149169922e-06
2864601_0.427,member,fixed,stable_near_floor,23,32,7.256217624830164e-08,1.3153011426147712e-07,2.384185791015625e-07
2864601_0.427,member,fixed,stable_near_floor,23,64,8.292820142663043e-08,1.406116067456218e-07,2.384185791015625e-07
2864601_0.427,member,fixed,unstable,977,32,2.1201744294337387e-07,3.8120340355123883e-07,7.62939453125e-06
2864601_0.427,member,fixed,unstable,977,64,2.0751811586846594e-07,3.641407281595161e-07,6.854534149169922e-06
2864601_0.461,member,varied,all,1000,32,2.8689205646514893e-07,4.303549773925292e-07,3.2186508178710938e-06
2864601_0.461,member,varied,all,1000,64,2.7284026145935057e-07,3.9471766864145656e-07,2.1457672119140625e-06
2864601_0.461,member,varied,stable_near_floor,240,32,2.485389510790507e-07,3.891944927396576e-07,1.9073486328125e-06
2864601_0.461,member,varied,stable_near_floor,240,64,2.5499612092971803e-07,3.7759206295712367e-07,2.1457672119140625e-06
2864601_0.461,member,varied,unstable,760,32,2.990035634291799e-07,4.425584139315058e-07,3.2186508178710938e-06
2864601_0.461,member,varied,unstable,760,64,2.7847525320555036e-07,3.999734433549024e-07,2.1457672119140625e-06
2864601_0.461,member,fixed,all,1000,32,1.9022822380065918e-07,2.911741803802408e-07,3.0994415283203125e-06
2864601_0.461,member,fixed,all,1000,64,1.783519983291626e-07,2.663246484541515e-07,1.430511474609375e-06
2864601_0.461,member,fixed,stable_near_floor,23,32,1.7622242803158966e-07,2.6771652325640466e-07,7.152557373046875e-07
2864601_0.461,member,fixed,stable_near_floor,23,64,1.4512435249660327e-07,2.1091741011843272e-07,4.76837158203125e-07
2864601_0.461,member,fixed,unstable,977,32,1.905579405894909e-07,2.917036819243997e-07,3.0994415283203125e-06
2864601_0.461,member,fixed,unstable,977,64,1.7913422540608058e-07,2.6749077952088883e-07,1.430511474609375e-06
2864601_0.471,member,varied,all,1000,32,2.546906471252441e-07,3.7833223680409974e-07,2.1457672119140625e-06
2864601_0.471,member,varied,all,1000,64,2.6047229766845704e-07,3.8004213174062105e-07,2.86102294921875e-06
2864601_0.471,member,varied,stable_near_floor,240,32,2.150734265645345e-07,3.2872740641781284e-07,1.7881393432617188e-06
2864601_0.471,member,varied,stable_near_floor,240,64,2.1109978357950845e-07,2.9412340620697325e-07,1.1920928955078125e-06
2864601_0.471,member,varied,unstable,760,32,2.6720134835494193e-07,3.926972711596678e-07,2.1457672119140625e-06
2864601_0.471,member,varied,unstable,760,64,2.760636179070724e-07,4.033901780355914e-07,2.86102294921875e-06
2864601_0.471,member,fixed,all,1000,32,1.9365549087524415e-07,2.837769563537021e-07,2.384185791015625e-06
2864601_0.471,member,fixed,all,1000,64,1.8852949142456054e-07,2.7613745433768155e-07,1.7881393432617188e-06
2864601_0.471,member,fixed,stable_near_floor,23,32,1.3994133990743887e-07,2.1811801881894664e-07,4.76837158203125e-07
2864601_0.471,member,fixed,stable_near_floor,23,64,1.4512435249660327e-07,2.607008963037427e-07,8.344650268554688e-07
2864601_0.471,member,fixed,unstable,977,32,1.9492000005872368e-07,2.851405678669749e-07,2.384185791015625e-06
2864601_0.471,member,fixed,unstable,977,64,1.8955131148120642e-07,2.764904703861474e-07,1.7881393432617188e-06
2864601_0.440,member,varied,all,1000,32,2.8786063194274904e-07,4.348928848755905e-07,3.814697265625e-06
2864601_0.440,member,varied,all,1000,64,2.6310980319976807e-07,3.7477086949535433e-07,2.1457672119140625e-06
2864601_0.440,member,varied,stable_near_floor,240,32,2.644956111907959e-07,4.071590623294886e-07,2.2649765014648438e-06
2864601_0.440,member,varied,stable_near_floor,240,64,2.514570951461792e-07,3.563060522442562e-07,1.430511474609375e-06
2864601_0.440,member,varied,unstable,760,32,2.95239059548629e-07,4.432905973727778e-07,3.814697265625e-06
2864601_0.440,member,varied,unstable,760,64,2.667896057430067e-07,3.8041570740457063e-07,2.1457672119140625e-06
2864601_0.440,member,fixed,all,1000,32,2.259761095046997e-07,3.154519865700128e-07,2.384185791015625e-06
2864601_0.440,member,fixed,all,1000,64,2.104043960571289e-07,3.114592220494485e-07,2.86102294921875e-06
2864601_0.440,member,fixed,stable_near_floor,23,32,2.1250351615574048e-07,2.930580002997684e-07,7.152557373046875e-07
2864601_0.440,member,fixed,stable_near_floor,23,64,2.9024870499320654e-07,4.099497573953128e-07,1.0728836059570312e-06
2864601_0.440,member,fixed,unstable,977,32,2.2629327393359025e-07,3.159600518676487e-07,2.384185791015625e-06
2864601_0.440,member,fixed,unstable,977,64,2.0852474497675043e-07,3.087623368751152e-07,2.86102294921875e-06
2864601_0.457,member,varied,all,1000,32,2.609379589557648e-07,3.9279629435023047e-07,3.0994415283203125e-06
2864601_0.457,member,varied,all,1000,64,2.5315582752227784e-07,3.7583080028351896e-07,2.1457672119140625e-06
2864601_0.457,member,varied,stable_near_floor,240,32,2.6089449723561604e-07,3.797555399930229e-07,1.430511474609375e-06
2864601_0.457,member,varied,stable_near_floor,240,64,2.391636371612549e-07,3.651037904806346e-07,1.5497207641601562e-06
2864601_0.457,member,varied,unstable,760,32,2.6095168370949595e-07,3.968254024425052e-07,3.0994415283203125e-06
2864601_0.457,member,varied,unstable,760,64,2.575744139520746e-07,3.791552309587165e-07,2.1457672119140625e-06
2864601_0.457,member,fixed,all,1000,32,1.935809850692749e-07,2.7917813647606354e-07,1.430511474609375e-06
2864601_0.457,member,fixed,all,1000,64,1.936107873916626e-07,2.7603913451210316e-07,1.5497207641601562e-06
2864601_0.457,member,fixed,stable_near_floor,23,32,2.0732050356657608e-07,2.855835233347501e-07,7.152557373046875e-07
2864601_0.457,member,fixed,stable_near_floor,23,64,2.1250351615574048e-07,2.618832193594348e-07,4.76837158203125e-07
2864601_0.457,member,fixed,unstable,977,32,1.9325753683443567e-07,2.7902557280702336e-07,1.430511474609375e-06
2864601_0.457,member,fixed,unstable,977,64,1.931660250973189e-07,2.7636364964710487e-07,1.5497207641601562e-06
2864601_0.400,member,varied,all,1000,32,2.2951513528823852e-07,3.7249408498420095e-07,2.9802322387695312e-06
2864601_0.400,member,varied,all,1000,64,2.26534903049469e-07,3.725268691715523e-07,4.76837158203125e-06
2864601_0.400,member,varied,stable_near_floor,240,32,1.9905467828114826e-07,3.826485505408077e-07,2.9802322387695312e-06
2864601_0.400,member,varied,stable_near_floor,240,64,1.9321839014689128e-07,4.056474518878553e-07,4.76837158203125e-06
2864601_0.400,member,varied,unstable,760,32,2.391342269746881e-07,3.692293969821002e-07,2.384185791015625e-06
2864601_0.400,member,varied,unstable,760,64,2.3705590712396722e-07,3.614377412377809e-07,2.384185791015625e-06
2864601_0.400,member,fixed,all,1000,32,1.7477571964263915e-07,2.701385725628776e-07,1.9073486328125e-06
2864601_0.400,member,fixed,all,1000,64,1.8425285816192627e-07,3.064069727034767e-07,4.76837158203125e-06
2864601_0.400,member,fixed,stable_near_floor,23,32,1.7622242803158966e-07,2.5591698720410615e-07,4.76837158203125e-07
2864601_0.400,member,fixed,stable_near_floor,23,64,1.3994133990743887e-07,2.2916888122386668e-07,5.960464477539062e-07
2864601_0.400,member,fixed,unstable,977,32,1.7474166202447553e-07,2.7046436012674455e-07,1.9073486328125e-06
2864601_0.400,member,fixed,unstable,977,64,1.8529601570527653e-07,3.079919947890898e-07,4.76837158203125e-06
2864601_0.385,member,varied,all,1000,32,2.5407969951629636e-07,4.058757376814801e-07,2.384185791015625e-06
2864601_0.385,member,varied,all,1000,64,2.4537742137908934e-07,3.750812010328768e-07,1.9073486328125e-06
2864601_0.385,member,varied,stable_near_floor,240,32,1.728534698486328e-07,2.9006913364390426e-07,1.3113021850585938e-06
2864601_0.385,member,varied,stable_near_floor,240,64,1.7670293649037678e-07,2.700702722893754e-07,1.0728836059570312e-06
2864601_0.385,member,varied,unstable,760,32,2.797300878324007e-07,4.3610339474200925e-07,2.384185791015625e-06
2864601_0.385,member,varied,unstable,760,64,2.6706410081763016e-07,4.0259160267603367e-07,1.9073486328125e-06
2864601_0.385,member,fixed,all,1000,32,1.9994378089904784e-07,3.159791143315491e-07,1.9073486328125e-06
2864601_0.385,member,fixed,all,1000,64,1.9869208335876464e-07,3.07907176035328e-07,1.430511474609375e-06
2864601_0.385,member,fixed,stable_near_floor,23,32,1.8658845320991849e-07,2.7455293900342667e-07,5.960464477539062e-07
2864601_0.385,member,fixed,stable_near_floor,23,64,1.7103941544242526e-07,2.152666802747891e-07,4.76837158203125e-07
2864601_0.385,member,fixed,unstable,977,32,2.0025818472386872e-07,3.1688910784681507e-07,1.9073486328125e-06
2864601_0.385,member,fixed,unstable,977,64,1.99343067352701e-07,3.097544425641702e-07,1.430511474609375e-06
2864601_0.350,member,varied,all,1000,32,2.553611993789673e-07,4.081535224788733e-07,4.410743713378906e-06
2864601_0.350,member,varied,all,1000,64,2.431571483612061e-07,4.1525127686238535e-07,5.125999450683594e-06
2864601_0.350,member,varied,stable_near_floor,240,32,1.4963249365488687e-07,2.6634479632636356e-07,1.9073486328125e-06
2864601_0.350,member,varied,stable_near_floor,240,64,1.3113021850585939e-07,2.4376040752742926e-07,2.0265579223632812e-06
2864601_0.350,member,varied,unstable,760,32,2.887492117128874e-07,4.43615240152581e-07,4.410743713378906e-06
2864601_0.350,member,varied,unstable,760,64,2.7853407357868396e-07,4.5620434916409095e-07,5.125999450683594e-06
2864601_0.350,member,fixed,all,1000,32,1.987665891647339e-07,2.853947790937933e-07,1.430511474609375e-06
2864601_0.350,member,fixed,all,1000,64,1.836121082305908e-07,2.6233747147457614e-07,1.430511474609375e-06
2864601_0.350,member,fixed,stable_near_floor,23,32,1.5549037767493207e-07,2.1382675320932419e-07,4.76837158203125e-07
2864601_0.350,member,fixed,stable_near_floor,23,64,1.1920928955078125e-07,1.6299729962469586e-07,2.384185791015625e-07
2864601_0.350,member,fixed,unstable,977,32,1.9978537408209871e-07,2.8686456043549303e-07,1.430511474609375e-06
2864601_0.350,member,fixed,unstable,977,64,1.8512824418722912e-07,2.6422649744454484e-07,1.430511474609375e-06
2864601_0.416,member,varied,all,1000,32,3.0896067619323733e-07,4.5371968221456427e-07,2.3245811462402344e-06
2864601_0.416,member,varied,all,1000,64,3.1156837940216063e-07,4.527646166765712e-07,2.86102294921875e-06
2864601_0.416,member,varied,stable_near_floor,240,32,3.4483770529429116e-07,4.980384798570659e-07,2.3245811462402344e-06
2864601_0.416,member,varied,stable_near_floor,240,64,3.419816493988037e-07,5.014264728187412e-07,2.205371856689453e-06
2864601_0.416,member,varied,unstable,760,32,2.976310880560624e-07,4.387952877339037e-07,2.1457672119140625e-06
2864601_0.416,member,varied,unstable,760,64,3.019641888769049e-07,4.3627151776197445e-07,2.86102294921875e-06
2864601_0.416,member,fixed,all,1000,32,2.3466348648071288e-07,3.3375940046505014e-07,1.9073486328125e-06
2864601_0.416,member,fixed,all,1000,64,2.3224949836730957e-07,3.3184722045447275e-07,2.2649765014648438e-06
2864601_0.416,member,fixed,stable_near_floor,23,32,2.384185791015625e-07,3.1832306349348166e-07,7.152557373046875e-07
2864601_0.416,member,fixed,stable_near_floor,23,64,1.8658845320991849e-07,2.534911790233588e-07,4.76837158203125e-07
2864601_0.416,member,fixed,unstable,977,32,2.345750861426581e-07,3.3411420222500415e-07,1.9073486328125e-06
2864601_0.416,member,fixed,unstable,977,64,2.3332442573539555e-07,3.3347009127322836e-07,2.2649765014648438e-06
2864601_0.342,member,varied,all,1000,32,1.56499445438385e-07,2.267679400458685e-07,9.5367431640625e-07
2864601_0.342,member,varied,all,1000,64,1.539289951324463e-07,2.275583447601112e-07,1.1920928955078125e-06
2864601_0.342,member,varied,stable_near_floor,240,32,1.8185625473658245e-07,2.482154337782387e-07,9.5367431640625e-07
2864601_0.342,member,varied,stable_near_floor,240,64,1.8111119667689006e-07,2.5819782545788237e-07,1.1920928955078125e-06
2864601_0.342,member,varied,unstable,760,32,1.4849203197579634e-07,2.195602131081526e-07,9.5367431640625e-07
2864601_0.342,member,varied,unstable,760,64,1.4534514201314825e-07,2.1698572646750246e-07,9.5367431640625e-07
2864601_0.342,member,fixed,all,1000,32,1.1208653450012207e-07,1.8137014931770374e-07,7.152557373046875e-07
2864601_0.342,member,fixed,all,1000,64,1.1132657527923584e-07,1.831385446912351e-07,9.5367431640625e-07
2864601_0.342,member,fixed,stable_near_floor,23,32,2.487846042798913e-07,3.0846546041170434e-07,7.152557373046875e-07
2864601_0.342,member,fixed,stable_near_floor,23,64,1.6067339026409647e-07,2.152666802747891e-07,4.76837158203125e-07
2864601_0.342,member,fixed,unstable,977,32,1.0886846325658604e-07,1.772837805059623e-07,6.258487701416016e-07
2864601_0.342,member,fixed,unstable,977,64,1.1016487953240698e-07,1.8231400260410766e-07,9.5367431640625e-07
2864601_0.359,member,varied,all,1000,32,2.5968998670578e-07,3.892627831658735e-07,2.384185791015625e-06
2864601_0.359,member,varied,all,1000,64,2.496317028999329e-07,3.816676540213603e-07,2.0265579223632812e-06
2864601_0.359,member,varied,stable_near_floor,240,32,1.348555088043213e-07,2.4147238610928835e-07,1.430511474609375e-06
2864601_0.359,member,varied,stable_near_floor,240,64,1.3771156469980876e-07,2.744201664607111e-07,1.9073486328125e-06
2864601_0.359,member,varied,unstable,760,32,2.991114007799249e-07,4.2539668047545353e-07,2.384185791015625e-06
2864601_0.359,member,varied,unstable,760,64,2.8497490443681414e-07,4.0974423258471305e-07,2.0265579223632812e-06
2864601_0.359,member,fixed,all,1000,32,2.3862719535827636e-07,4.579745290700406e-07,9.775161743164062e-06
2864601_0.359,member,fixed,all,1000,64,2.2265315055847168e-07,3.244253493019988e-07,2.9802322387695312e-06
2864601_0.359,member,fixed,stable_near_floor,23,32,9.329422660495924e-08,1.4493912670000286e-07,3.5762786865234375e-07
2864601_0.359,member,fixed,stable_near_floor,23,64,1.1402627696161685e-07,1.6109083287529377e-07,3.5762786865234375e-07
2864601_0.359,member,fixed,unstable,977,32,2.420485446738611e-07,4.627998767422031e-07,9.775161743164062e-06
2864601_0.359,member,fixed,unstable,977,64,2.252103850443751e-07,3.27289903656532e-07,2.9802322387695312e-06
2864601_0.475,member,varied,all,1000,32,2.6851892471313476e-07,4.477881687779446e-07,6.020069122314453e-06
2864601_0.475,member,varied,all,1000,64,2.804584801197052e-07,4.4752207109170404e-07,4.589557647705078e-06
2864601_0.475,member,varied,stable_near_floor,240,32,2.465521295865377e-07,4.0143006422885156e-07,2.384185791015625e-06
2864601_0.475,member,varied,stable_near_floor,240,64,2.5136396288871763e-07,4.2646168140141943e-07,2.384185791015625e-06
2864601_0.475,member,varied,unstable,760,32,2.7545580738469176e-07,4.6146103921970914e-07,6.020069122314453e-06
2864601_0.475,member,varied,unstable,760,64,2.8964622240317493e-07,4.5396978270833764e-07,4.589557647705078e-06
2864601_0.475,member,fixed,all,1000,32,1.9775331020355226e-07,2.876624688490294e-07,1.9073486328125e-06
2864601_0.475,member,fixed,all,1000,64,2.09905207157135e-07,3.005909017858904e-07,1.6689300537109375e-06
2864601_0.475,member,fixed,stable_near_floor,23,32,1.5549037767493207e-07,2.534911790233588e-07,5.960464477539062e-07
2864601_0.475,member,fixed,stable_near_floor,23,64,1.2439230213994565e-07,2.1669703940066951e-07,5.960464477539062e-07
2864601_0.475,member,fixed,unstable,977,32,1.9874824106144197e-07,2.8841813849697663e-07,1.9073486328125e-06
2864601_0.475,member,fixed,unstable,977,64,2.1191830522816402e-07,3.0228550306194297e-07,1.6689300537109375e-06
2864601_0.462,member,varied,all,1000,32,2.554953098297119e-07,3.785892133686692e-07,2.1457672119140625e-06
2864601_0.462,member,varied,all,1000,64,2.7301907539367675e-07,4.145084162143991e-07,2.384185791015625e-06
2864601_0.462,member,varied,stable_near_floor,240,32,3.221134344736735e-07,4.859850252548168e-07,2.1457672119140625e-06
2864601_0.462,member,varied,stable_near_floor,240,64,3.349035978317261e-07,5.066869575563759e-07,2.384185791015625e-06
2864601_0.462,member,varied,unstable,760,32,2.3445800731056616e-07,3.3765103001597614e-07,1.5497207641601562e-06
2864601_0.462,member,varied,unstable,760,64,2.5347659462376644e-07,3.8079146386301495e-07,2.1457672119140625e-06
2864601_0.462,member,fixed,all,1000,32,1.8018484115600587e-07,2.5874183380991303e-07,1.7881393432617188e-06
2864601_0.462,member,fixed,all,1000,64,1.8727779388427734e-07,2.7484786874257377e-07,1.430511474609375e-06
2864601_0.462,member,fixed,stable_near_floor,23,32,2.332355665123981e-07,3.593513864364407e-07,1.0728836059570312e-06
2864601_0.462,member,fixed,stable_near_floor,23,64,2.436015916907269e-07,3.362573039699346e-07,9.5367431640625e-07
2864601_0.462,member,fixed,unstable,977,32,1.789359499756609e-07,2.558972172597205e-07,1.7881393432617188e-06
2864601_0.462,member,fixed,unstable,977,64,1.8595184982128008e-07,2.7323597155375486e-07,1.430511474609375e-06
2864601_0.268,member,varied,all,1000,32,2.732276916503906e-07,4.162686787167703e-07,2.86102294921875e-06
2864601_0.268,member,varied,all,1000,64,2.6336312294006347e-07,4.0721632015927677e-07,2.1457672119140625e-06
2864601_0.268,member,varied,stable_near_floor,240,32,2.113481362660726e-07,3.3832527815528894e-07,1.6689300537109375e-06
2864601_0.268,member,varied,stable_near_floor,240,64,2.209097146987915e-07,3.827065744822867e-07,2.1457672119140625e-06
2864601_0.268,member,varied,unstable,760,32,2.927686038770174e-07,4.380102353395543e-07,2.86102294921875e-06
2864601_0.268,member,varied,unstable,760,64,2.767694623846757e-07,4.1465536433028647e-07,2.1457672119140625e-06
2864601_0.268,member,fixed,all,1000,32,1.8434226512908936e-07,2.964630864968532e-07,4.5299530029296875e-06
2864601_0.268,member,fixed,all,1000,64,1.8109381198883057e-07,2.757290670460701e-07,2.384185791015625e-06
2864601_0.268,member,fixed,stable_near_floor,23,32,1.7622242803158966e-07,2.4856855160841317e-07,4.76837158203125e-07
2864601_0.268,member,fixed,stable_near_floor,23,64,1.7622242803158966e-07,2.384185791015625e-07,4.76837158203125e-07
2864601_0.268,member,fixed,unstable,977,32,1.845334178959701e-07,2.974977119609949e-07,4.5299530029296875e-06
2864601_0.268,member,fixed,unstable,977,64,1.8120849144739407e-07,2.765467708342501e-07,2.384185791015625e-06
2864601_0.262,member,varied,all,1000,32,2.7658045291900635e-07,4.0118979389735544e-07,1.9073486328125e-06
2864601_0.262,member,varied,all,1000,64,2.7558207511901855e-07,3.9264998012789503e-07,2.2202730178833008e-06
2864601_0.262,member,varied,stable_near_floor,240,32,2.578521768252055e-07,3.6441515048730373e-07,1.6689300537109375e-06
2864601_0.262,member,varied,stable_near_floor,240,64,2.4686257044474284e-07,3.32265823654383e-07,1.3113021850585938e-06
2864601_0.262,member,varied,unstable,760,32,2.8249464536968033e-07,4.12121651480224e-07,1.9073486328125e-06
2864601_0.262,member,varied,unstable,760,64,2.846513923845793e-07,4.0987460899957637e-07,2.2202730178833008e-06
2864601_0.262,member,fixed,all,1000,32,2.1135807037353515e-07,3.247666974697977e-07,3.933906555175781e-06
2864601_0.262,member,fixed,all,1000,64,2.003312110900879e-07,3.008418605457901e-07,2.1457672119140625e-06
2864601_0.262,member,fixed,stable_near_floor,23,32,2.0732050356657608e-07,2.6306022852295423e-07,4.76837158203125e-07
2864601_0.262,member,fixed,stable_near_floor,23,64,1.9177146579908289e-07,2.7567585959584194e-07,7.152557373046875e-07
2864601_0.262,member,fixed,unstable,977,32,2.114531205644871e-07,3.260787028113937e-07,3.933906555175781e-06
2864601_0.262,member,fixed,unstable,977,64,2.0053271993521903e-07,3.0140899067352983e-07,2.1457672119140625e-06
2864601_0.485,member,varied,all,1000,32,2.622455358505249e-07,3.816143451867556e-07,1.9669532775878906e-06
2864601_0.485,member,varied,all,1000,64,2.57343053817749e-07,3.747113204277581e-07,1.9073486328125e-06
2864601_0.485,member,varied,stable_near_floor,240,32,2.2798776626586915e-07,3.4134448298266443e-07,1.1920928955078125e-06
2864601_0.485,member,varied,stable_near_floor,240,64,2.2066136201222738e-07,3.347210129795374e-07,1.5497207641601562e-06
2864601_0.485,member,varied,unstable,760,32,2.730637788772583e-07,3.9347583186208876e-07,1.9669532775878906e-06
2864601_0.485,member,varied,unstable,760,64,2.689267459668611e-07,3.864811156438895e-07,1.9073486328125e-06
2864601_0.485,member,fixed,all,1000,32,2.125948667526245e-07,3.055722816416422e-07,1.8477439880371094e-06
2864601_0.485,member,fixed,all,1000,64,2.145320177078247e-07,3.0475005906570146e-07,1.430511474609375e-06
2864601_0.485,member,fixed,stable_near_floor,23,32,1.2957531472911005e-07,2.152666802747891e-07,7.152557373046875e-07
